8.00

ENTITYFX_START

######################################################################################################################################################################################################################################################################################
#																																																													                                 #
#																										CREATION THRESHOLDS -------------------------------------------------->		EVOLUTION INFO --------------------------->						TRIGGERED AMBIENT EFFECTS -----> #	
#																								IGNORE	ALWAYS	SUN			RAIN		WIND		TEMPERATURE		TIME OF DAY										 TEMP EVO		NIGHT_PROB						TIME             #
# TAG							PTFX_ASSET					FX_NAME								ROT				THRESH		THRESH		THRESH		MIN		MAX		MIN		MAX		RAIN	WIND	MAX_WIND_EVO	MIN		MAX		MULT			IS_TRIG		MIN		MAX	         #
#																																																													                                 #
######################################################################################################################################################################################################################################################################################
																												
ENTITYFX_AMBIENT_PTFX_START																						
																												
AMB_ABATTOIR_ACID_BATH			core						ent_amb_acid_bath					0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_ABATTOIR_CARCASS_DRIP		core						ent_amb_abattoir_carcass			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_ABATTOIR_SAW_BLOOD			core						ent_amb_abattoir_saw_blood			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0		
AMB_BARREL_FIRE					core						ent_amb_barrel_fire					0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_BEACH_CAMPFIRE				core						ent_amb_beach_campfire				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_BEACH_CAMPFIRE2				core						ent_amb_int_fireplace_sml			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_BEACH_CAMPFIRE3				core						ent_ray_ch2_farm_fire_light			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_BUBBLE_STREAM  			    core						ent_amb_bubble_stream				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_BUTTERFLYS					core						ent_amb_butterflys_swarm			0		0		 1.0		-1.0		-1.0		-100	100		06		20		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CANDLE_FLAME				core						ent_amb_candle_flame				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CIG_SMOKE_LINGER			core						ent_amb_cig_smoke_linger			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CH2_FARM_FIRE_DBLE			core						ent_ray_ch2_farm_fire_dble			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0

AMB_CH2_FARM_FIRE_U_L			core						ent_ray_ch2_farm_fire_u_l			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CH2_FARM_FIRE_U_S			core						ent_ray_ch2_farm_fire_u_l			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CH2_FARM_FIRE_L_L_L			core						ent_ray_ch2_farm_fire_l_l_l			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CH2_FARM_RESI_DBLE			core						ent_ray_ch2_farm_resi_dble			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CH2_FARM_SMOKE_DBLE 		core						ent_ray_ch2_farm_smoke_dble 		0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_CLUCK_BATH_STEAM			core						ent_amb_cluckb_steam				1		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_COLD_AIR_FLOOR				core						ent_amb_cold_air_floor				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_COLD_AIR_VENT				core						ent_amb_cold_air_vent				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_COCKROACHES					core						ent_amb_cockroaches					0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_DRAIN_WATER					core						ent_amb_drain_splash				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0

AMB_DRY_ICE_AREA				core						ent_amb_dry_ice_area				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_DRY_ICE_VENT				core						ent_amb_dry_ice_vent				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_DUST_DEVIL_RURAL_LRG		core						-									0		0		 0.85		-1.0		-1.0		-100	100		06		20		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0	
AMB_DUST_DEVIL_RURAL_SMA		core						env_dust_devil_rural_sma			0		1		 1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0	
AMB_DUST_DEVIL_URBAN_LRG		core						env_dust_devil_urban_lrg			0		1		 1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0	
AMB_DUST_DEVIL_URBAN_SMA		core						env_dust_devil_urban_sma			0		1		 1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0	
AMB_DUST_MOTES					core						ent_amb_dust_motes					0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_ELECTRIC_CRACKLE			core						ent_amb_elec_crackle				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FALLING_LEAVES_L			core						ent_amb_falling_leaves_l			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FALLING_LEAVES_M			core						ent_amb_falling_leaves_m			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0

AMB_FALLING_LEAVES_PALM			core						ent_amb_falling_palm_leaves			0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FALLING_LEAVES_PINE			core						ent_amb_leaves_pine					0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
AMB_FALLING_LEAVES_FICUS		core						ent_amb_leaves_ficus_g				0		1		-1.0		-1.0		-1.0		-100	100		0		0		0		0		10.0			0.0		0.0		1.0				0			0.0		0.0
